  0.79022082 0.78890641 0.78890641 0.78890641 
  0.78509464 0.78548896 0.78548896 0.78588328 
  0.7898265  0.78956362 0.78956362 0.78930074 
  0.79100946 0.79035226 0.79035226 0.79035226 
  0.79915878 0.79994742 0.79994742 0.80007886 
  0.78128286 0.78325447 0.78325447 0.78299159 
  0.79100946 0.79100946 0.79087802 0.79166667 
  0.78680336 0.78732913 0.78719769 0.78732913 
  0.79258675 0.79035226 0.7904837  0.79061514 
  0.79311251 0.79324395 0.79324395 0.79271819 
  0.78995794 0.78969506 0.78969506 0.78969506 
  0.79390116 0.79376972 0.79363828 0.79337539 
  0.79337539 0.79416404 0.79416404 0.79390116 
  0.78575184 0.78588328 0.78588328 0.78548896 
  0.78798633 0.78759201 0.78759201 0.78759201 
  0.79140379 0.79232387 0.79232387 0.79206099 
  0.79547844 0.79652997 0.79626709 0.79600421 
  0.7982387  0.79731861 0.79731861 0.79784437 
  0.78877497 0.78969506 0.78969506 0.78930074 
  0.78299159 0.78286015 0.78286015 0.78312303 
  0.78995794 0.79232387 0.79232387 0.79140379 
  0.78706625 0.7862776  0.78640904 0.78614616 
  0.79166667 0.79127234 0.79127234 0.79179811 
  0.79271819 0.79245531 0.79219243 0.79311251 
  0.79363828 0.79153523 0.79140379 0.79166667 
  0.7891693  0.79035226 0.79035226 0.79022082 
  0.7904837  0.79087802 0.79087802 0.79140379 
  0.79455836 0.79232387 0.79245531 0.79311251 
  0.79416404 0.79442692 0.79442692 0.79482124 
  0.79442692 0.795347   0.795347   0.79521556 
  0.79416404 0.79482124 0.79482124 0.79482124 
  0.78614616 0.78522608 0.78509464 0.78509464 
  0.79666141 0.79574132 0.79587277 0.79639853 
  0.78930074 0.78903785 0.78890641 0.78969506 
  0.79876446 0.79942166 0.79929022 0.80047319 
  0.78417455 0.78456887 0.78456887 0.78456887 
  0.7904837  0.79008938 0.78995794 0.79035226 
  0.7946898  0.79245531 0.79245531 0.79245531 
  0.7849632  0.78535752 0.78522608 0.78509464 
  0.79166667 0.79061514 0.79061514 0.79100946 
  0.78930074 0.78864353 0.78890641 0.7904837  
  0.78864353 0.78930074 0.78930074 0.78930074 
  0.79061514 0.79074658 0.79061514 0.79035226 
  0.79087802 0.79179811 0.79166667 0.79271819 
  0.79206099 0.79153523 0.79153523 0.79206099 
  0.78824921 0.78864353 0.78864353 0.78864353 
  0.79140379 0.79100946 0.7911409  0.7904837  
  0.79600421 0.79442692 0.79455836 0.79455836 
  0.7911409  0.79127234 0.79140379 0.79179811 
  0.79206099 0.79219243 0.79219243 0.79140379  
