  0.97125 0.97375 0.97375 0.97375 
  0.96875 0.9725  0.97375 0.9825  
  0.96875 0.96625 0.97    0.98125 
  0.97    0.97125 0.9675  0.9825  
  0.9775  0.98    0.9775  0.985   
  0.97375 0.9775  0.97625 0.985   
  0.9675  0.9725  0.975   0.9825  
  0.9775  0.98    0.97875 0.9825  
  0.97625 0.97625 0.97625 0.99125 
  0.97125 0.97125 0.9725  0.98375 
  0.97    0.97375 0.97125 0.98625 
  0.97    0.97    0.9725  0.98625 
  0.97375 0.9775  0.97375 0.98625 
  0.98    0.9825  0.98    0.98625 
  0.975   0.9775  0.975   0.9875  
  0.97    0.97    0.97125 0.9875  
  0.96125 0.9675  0.96875 0.98625 
  0.96    0.9625  0.96375 0.98375 
  0.9775  0.9775  0.975   0.98    
  0.985   0.98125 0.98125 0.98    
  0.97875 0.97625 0.97875 0.98125 
  0.97    0.97    0.97    0.98125 
  0.97625 0.97375 0.97375 0.98375 
  0.97125 0.9725  0.9725  0.9875  
  0.97125 0.9775  0.975   0.98375 
  0.96625 0.975   0.9725  0.98875 
  0.975   0.9775  0.97625 0.98375 
  0.9725  0.9725  0.97    0.98625 
  0.9725  0.975   0.9725  0.98625 
  0.9775  0.9775  0.98    0.98375 
  0.97125 0.96625 0.9675  0.9825  
  0.96875 0.96875 0.96625 0.9725  
  0.96875 0.96875 0.97375 0.9825  
  0.97625 0.9775  0.9775  0.98375 
  0.96875 0.9675  0.96375 0.98125 
  0.9675  0.9675  0.9675  0.98875 
  0.96375 0.975   0.97125 0.98625 
  0.97625 0.975   0.975   0.98625 
  0.96375 0.96625 0.96875 0.97625 
  0.97375 0.975   0.97375 0.975   
  0.98    0.97875 0.98    0.9875  
  0.97375 0.97375 0.9725  0.98125 
  0.975   0.9725  0.975   0.985   
  0.97    0.9675  0.9675  0.96875 
  0.975   0.975   0.97125 0.98    
  0.96    0.9675  0.965   0.98375 
  0.9725  0.97375 0.975   0.98    
  0.96625 0.975   0.96625 0.99    
  0.97375 0.97125 0.97    0.98125 
  0.975   0.975   0.97375 0.9875  
