  0.79250407 0.83487235 0.84084737 0.90168387 
  0.79630636 0.85062466 0.86746334 0.90983161 
  0.80662683 0.84573601 0.86366105 0.90874525 
  0.80879957 0.84573601 0.87235198 0.90114068 
  0.82455187 0.85279739 0.87778381 0.90114068 
  0.78001086 0.83758827 0.84464965 0.89842477 
  0.81042911 0.84899511 0.87452471 0.91634981 
  0.78978816 0.83921782 0.85605649 0.90602933 
  0.82020641 0.85605649 0.87289517 0.91309071 
  0.80825638 0.85605649 0.87561108 0.89842477 
  0.79576317 0.84247691 0.85551331 0.89516567 
  0.78815861 0.82400869 0.84573601 0.88864747 
  0.81260185 0.85334058 0.86583379 0.90874525 
  0.8044541  0.85497012 0.85985877 0.89896795 
  0.81694731 0.8652906  0.87452471 0.90657251 
  0.82183596 0.85822922 0.86909288 0.90439978 
  0.79576317 0.84139055 0.85008148 0.9005975  
  0.82400869 0.86474742 0.87615426 0.90277023 
  0.78870179 0.84030418 0.85334058 0.89570885 
  0.81477458 0.85442694 0.86148832 0.9103748  
  0.8109723  0.85225421 0.86257469 0.90439978 
  0.79196089 0.83107007 0.85008148 0.9038566  
  0.79847909 0.82781097 0.86148832 0.90439978 
  0.80173819 0.83921782 0.85931559 0.90548615 
  0.80010864 0.83758827 0.85062466 0.90168387 
  0.82455187 0.86746334 0.87778381 0.91472026 
  0.80662683 0.83867463 0.86094514 0.90222705 
  0.80499728 0.85225421 0.87072243 0.90874525 
  0.80499728 0.84845193 0.86366105 0.90928843 
  0.79033134 0.83595872 0.8430201  0.90277023 
  0.83487235 0.86692015 0.87995655 0.90439978 
  0.7979359  0.84845193 0.8620315  0.90005432 
  0.79087452 0.83541554 0.85442694 0.90494297 
  0.8142314  0.86637697 0.87669745 0.9103748  
  0.80010864 0.84899511 0.86040196 0.89896795 
  0.80173819 0.84139055 0.8718088  0.90928843 
  0.82237914 0.85877241 0.8685497  0.91797936 
  0.79359044 0.83595872 0.85279739 0.90657251 
  0.80010864 0.83867463 0.85171103 0.89190657 
  0.79956545 0.84953829 0.86420424 0.90983161 
  0.81042911 0.84953829 0.87235198 0.9071157  
  0.78055405 0.82889734 0.84899511 0.89353612 
  0.82292232 0.8620315  0.878327   0.9071157  
  0.79196089 0.8430201  0.85768604 0.90331342 
  0.79902227 0.84573601 0.86583379 0.90983161 
  0.80662683 0.85768604 0.86311787 0.90114068 
  0.82889734 0.8620315  0.87941336 0.90820206 
  0.80934275 0.84573601 0.85822922 0.90277023 
  0.80717002 0.84410646 0.85497012 0.90602933 
  0.83541554 0.8718088  0.88919066 0.91146116 
