  0.79391304 0.79391304 0.93108696 0.93673913 
  0.7976087  0.7976087  0.93369565 0.9376087  
  0.80847826 0.80847826 0.93043478 0.935      
  0.96413043 0.80456522 0.93195652 0.9373913  
  0.80130435 0.80130435 0.93347826 0.93847826 
  0.78891304 0.78891304 0.93826087 0.94108696 
  0.80043478 0.80043478 0.9326087  0.93782609 
  0.79413043 0.79413043 0.93086957 0.93652174 
  0.9626087  0.79826087 0.9326087  0.93978261 
  0.8023913  0.8023913  0.93108696 0.93543478 
  0.7976087  0.7976087  0.9373913  0.93847826 
  0.79630435 0.79630435 0.93630435 0.94065217 
  0.79282609 0.79282609 0.92891304 0.9326087  
  0.80152174 0.80152174 0.9273913  0.93086957 
  0.80717391 0.80717391 0.93391304 0.93826087 
  0.80369565 0.80369565 0.93717391 0.94       
  0.80065217 0.80065217 0.93695652 0.94130435 
  0.79782609 0.79782609 0.93369565 0.93456522 
  0.79782609 0.79782609 0.93130435 0.93434783 
  0.79782609 0.79782609 0.9276087  0.93108696 
  0.795      0.795      0.93282609 0.93652174 
  0.79152174 0.79152174 0.9326087  0.93586957 
  0.80630435 0.80630435 0.9276087  0.93369565 
  0.80304348 0.80304348 0.93130435 0.93586957 
  0.8023913  0.8023913  0.93152174 0.93456522 
  0.7973913  0.7973913  0.93326087 0.93673913 
  0.79804348 0.79804348 0.93652174 0.94130435 
  0.79826087 0.79826087 0.92695652 0.93195652 
  0.79934783 0.79934783 0.93956522 0.94456522 
  0.79673913 0.79673913 0.93586957 0.93891304 
  0.80630435 0.80630435 0.93673913 0.94       
  0.79782609 0.79782609 0.93369565 0.93782609 
  0.80043478 0.80043478 0.92891304 0.93369565 
  0.79695652 0.79695652 0.935      0.93847826 
  0.79913043 0.79913043 0.93608696 0.93956522 
  0.79478261 0.79478261 0.9373913  0.93913043 
  0.79630435 0.79630435 0.93434783 0.93934783 
  0.79956522 0.79956522 0.93130435 0.93586957 
  0.80086957 0.80086957 0.93152174 0.93282609 
  0.79434783 0.79434783 0.93086957 0.93282609 
  0.79717391 0.79717391 0.93304348 0.93804348 
  0.79565217 0.79565217 0.93130435 0.93369565 
  0.80282609 0.80282609 0.93217391 0.9376087  
  0.79543478 0.79543478 0.9373913  0.93804348 
  0.79673913 0.79673913 0.93434783 0.93543478 
  0.80152174 0.80152174 0.93043478 0.93630435 
  0.80434783 0.80434783 0.93217391 0.935      
  0.80434783 0.80434783 0.92978261 0.93608696 
  0.79434783 0.79434783 0.93347826 0.93804348 
  0.79978261 0.79978261 0.93130435 0.935      
