0.51541096 0.51541096 0.51541096 0.51541096 0.52111872 0.52092846 0.51541096
0.52187976 0.52187976 0.52187976 0.52187976 0.52739726 0.52644597 0.52187976
0.53120244 0.53120244 0.53120244 0.53120244 0.54642314 0.54642314 0.53120244
0.51217656 0.51217656 0.51217656 0.51217656 0.51369863 0.51350837 0.51217656
0.52283105 0.52283105 0.52283105 0.52283105 0.52644597 0.52644597 0.52283105
0.52454338 0.52454338 0.52454338 0.52454338 0.52949011 0.52949011 0.52454338
0.52016743 0.52016743 0.52016743 0.52016743 0.52454338 0.52454338 0.52016743
0.52910959 0.52910959 0.52910959 0.52910959 0.53710046 0.53671994 0.52910959
0.52454338 0.52454338 0.52454338 0.52454338 0.52739726 0.52739726 0.52454338
0.52207002 0.52207002 0.52207002 0.52207002 0.52340183 0.52340183 0.52207002
0.52758752 0.52758752 0.52758752 0.52758752 0.53082192 0.53082192 0.52758752
0.51959665 0.51959665 0.51959665 0.51959665 0.52207002 0.52187976 0.51959665
0.50589802 0.50589802 0.50589802 0.50589802 0.50703957 0.50684932 0.50589802
0.5207382  0.5207382  0.5207382  0.5207382  0.52321157 0.52321157 0.5207382 
0.52245053 0.52245053 0.52245053 0.52245053 0.53310502 0.53272451 0.52245053
0.52872907 0.52872907 0.52872907 0.52872907 0.53272451 0.53272451 0.52872907
0.52606545 0.52606545 0.52606545 0.52606545 0.5304414  0.53025114 0.52606545
0.51921613 0.51921613 0.51921613 0.51921613 0.52606545 0.52587519 0.51921613
0.51179604 0.51179604 0.51179604 0.51179604 0.51598174 0.51579148 0.51179604
0.52644597 0.52644597 0.52644597 0.52644597 0.53633942 0.53557839 0.52644597
0.51883562 0.51883562 0.51883562 0.51883562 0.51940639 0.51902588 0.51883562
0.51997717 0.51997717 0.51997717 0.51997717 0.52111872 0.52111872 0.51997717
0.51160578 0.51160578 0.51160578 0.51160578 0.51331811 0.51331811 0.51160578
0.51617199 0.51617199 0.51617199 0.51617199 0.5184551  0.5184551  0.51617199
0.52207002 0.52207002 0.52207002 0.52207002 0.52606545 0.52568493 0.52207002
0.52111872 0.52111872 0.52111872 0.52111872 0.5249239  0.5249239  0.52111872
0.52758752 0.52758752 0.52758752 0.52758752 0.53253425 0.53253425 0.52758752
0.52245053 0.52245053 0.52245053 0.52245053 0.52454338 0.52416286 0.52245053
0.51864536 0.51864536 0.51864536 0.51864536 0.52187976 0.52187976 0.51864536
0.51750381 0.51750381 0.51750381 0.51750381 0.51883562 0.51864536 0.51750381
0.51503044 0.51503044 0.51503044 0.51503044 0.51750381 0.51750381 0.51503044
0.5207382  0.5207382  0.5207382  0.5207382  0.52568493 0.52511416 0.5207382 
0.51426941 0.51426941 0.51426941 0.51426941 0.51978691 0.51978691 0.51426941
0.51103501 0.51103501 0.51103501 0.51103501 0.51902588 0.51769406 0.51103501
0.52283105 0.52283105 0.52283105 0.52283105 0.52834855 0.52834855 0.52283105
0.52435312 0.52435312 0.52435312 0.52435312 0.52910959 0.52891933 0.52435312
0.51826484 0.51826484 0.51826484 0.51826484 0.5216895  0.5216895  0.51826484
0.52016743 0.52016743 0.52016743 0.52016743 0.52130898 0.52130898 0.52016743
0.52416286 0.52416286 0.52416286 0.52416286 0.52625571 0.52606545 0.52416286
0.51065449 0.51065449 0.51065449 0.51065449 0.51217656 0.5119863  0.51065449
0.5207382  0.5207382  0.5207382  0.5207382  0.52587519 0.52549467 0.5207382 
0.51921613 0.51921613 0.51921613 0.51921613 0.52530441 0.5249239  0.51921613
0.52435312 0.52435312 0.52435312 0.52435312 0.52872907 0.52853881 0.52435312
0.51598174 0.51598174 0.51598174 0.51598174 0.51712329 0.51712329 0.51598174
0.51731355 0.51731355 0.51731355 0.51731355 0.51959665 0.51959665 0.51731355
0.5216895  0.5216895  0.5216895  0.5216895  0.52283105 0.52283105 0.5216895 
0.50761035 0.50761035 0.50761035 0.50761035 0.50856164 0.50856164 0.50761035
0.52321157 0.52321157 0.52321157 0.52321157 0.52625571 0.52606545 0.52321157
0.527207   0.527207   0.527207   0.527207   0.53215373 0.53215373 0.527207  
0.50799087 0.50799087 0.50799087 0.50799087 0.50913242 0.50913242 0.50799087
