  0.65120275 0.65936426 0.66065292 0.65635739 
  0.63530928 0.64261168 0.64390034 0.64046392 
  0.64948454 0.65120275 0.64905498 0.6516323  
  0.64905498 0.65506873 0.6580756  0.65292096 
  0.64948454 0.65034364 0.64905498 0.645189   
  0.64733677 0.64089347 0.64175258 0.64690722 
  0.64862543 0.6507732  0.65120275 0.64905498 
  0.64304124 0.64604811 0.64561856 0.64261168 
  0.63487973 0.63530928 0.63402062 0.63745704 
  0.63402062 0.63487973 0.63487973 0.63831615 
  0.6516323  0.6507732  0.64991409 0.64733677 
  0.66237113 0.66022337 0.66108247 0.66022337 
  0.63702749 0.64089347 0.64003436 0.64347079 
  0.63702749 0.63745704 0.63831615 0.63616838 
  0.64003436 0.64647766 0.64733677 0.64304124 
  0.64733677 0.64690722 0.64862543 0.64905498 
  0.62757732 0.62886598 0.62886598 0.62542955 
  0.64475945 0.64132302 0.64046392 0.64304124 
  0.63616838 0.64089347 0.64046392 0.63616838 
  0.63659794 0.64046392 0.64089347 0.6378866  
  0.64819588 0.64390034 0.64561856 0.64604811 
  0.64862543 0.64733677 0.64819588 0.64991409 
  0.64390034 0.64218213 0.6443299  0.64647766 
  0.61984536 0.62414089 0.62285223 0.62199313 
  0.63917526 0.6387457  0.63960481 0.63487973 
  0.63659794 0.63659794 0.63659794 0.63445017 
  0.64475945 0.6516323  0.64905498 0.6507732  
  0.64132302 0.64561856 0.64304124 0.645189   
  0.65034364 0.64862543 0.64819588 0.6516323  
  0.63487973 0.63530928 0.63445017 0.6378866  
  0.65292096 0.65335052 0.6516323  0.65249141 
  0.63616838 0.64089347 0.6387457  0.64046392 
  0.6314433  0.63573883 0.63573883 0.63058419 
  0.63917526 0.63745704 0.63659794 0.63273196 
  0.64304124 0.63917526 0.64175258 0.64003436 
  0.64733677 0.64819588 0.64905498 0.64604811 
  0.65292096 0.65420962 0.65463918 0.65592784 
  0.65206186 0.64862543 0.64862543 0.64690722 
  0.63960481 0.64475945 0.64390034 0.6443299  
  0.64046392 0.64089347 0.64304124 0.63487973 
  0.65120275 0.65420962 0.65420962 0.65335052 
  0.66280069 0.65979381 0.65936426 0.66065292 
  0.63960481 0.63960481 0.63831615 0.6387457  
  0.63101375 0.63230241 0.63616838 0.63402062 
  0.63702749 0.63659794 0.6378866  0.63917526 
  0.63573883 0.63530928 0.63487973 0.63359107 
  0.6516323  0.65678694 0.65635739 0.65206186 
  0.63187285 0.63101375 0.63101375 0.63187285 
  0.64347079 0.64218213 0.64347079 0.63702749 
  0.66022337 0.65506873 0.65678694 0.65678694 
