Magic Gamma Telescope, 0.86424816, 0.86567298, 0.86628812, 0.87209253
Epileptic Seizure Recognition, 0.80547826, 0.799, 0.93292174, 0.93681739
APS Failure at Scania Trucks, 
default of credit card clients, 
Spambase, 0.80565997, 0.84797393, 0.86336773, 0.90458446
Tree Wilt, 0.97339876, 0.97251033, 0.96710744, 0.98566116
Turkiye Student Evaluation, 0.64890034, 0.64887457, 0.64849656, 0.64828179
Wireless Indoor Localization, 0.971925, 0.973325, 0.972725, 0.983325
MNIST 5 vs. 8, 
